category_id,category_url,category,source_category_identifier,identifier_semantics,department,department_classification,parent_category,parent_status,discovery_status,enumeration_status,first_scan_product_count,final_scan_product_count,number_of_scroll_iterations,duplicate_count,new_products_last_iteration,completion_reason,unique_products_discovered
category:81013872aa97d760,https://www.zara.com/us/en/man-shoes-penny-loafers-l19172.html?v1=2727949,Ruched LoafersDiscover our collection of ruched loafers,19172,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:a1469b89bd37ad70,https://www.zara.com/us/en/man-shoes-sneakers-white-l2559.html,white,2559,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:fdd89fd6b2ae92e2,https://www.zara.com/us/en/man-shoes-sneakers-l797.html?page=2,,797,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:a491271fc38c7358,https://www.zara.com/us/en/man-shoes-barefoot-l17530.html?v1=2436343,BAREFOOTDiscover our new Barefoot collection,17530,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:26e5803efbb78a60,https://www.zara.com/us/en/man-suits-formal-l813.html,formal suits,813,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:3ffcf9a0fc798632,https://www.zara.com/us/en/man-suits-sartorial-l19091.html,sartorial suits,19091,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:0ce323e6d8bbf27b,https://www.zara.com/us/en/man-suits-basics-l811.html,basic suits,811,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:b826522a3d042190,https://www.zara.com/us/en/man-suits-shirts-l814.html,shirts,814,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:b41685cd21f8d2fb,https://www.zara.com/us/en/man-suits-accessories-l810.html,shoes,810,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:2fadd230ae7cb527,https://www.zara.com/us/en/man-suits-trend-l5265.html,,5265,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:e9a8b06a4e0d8fb5,https://www.zara.com/us/en/man-suits-linen-l7285.html,LINEN,7285,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:a41dde4b047e0ef1,https://www.zara.com/us/en/man-blazers-l608.html,Men's Blazers,608,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:feaea88124282770,https://www.zara.com/us/en/man-accessories-ties-bows-l560.html,Men´s Ties & Bow Ties,560,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:53e97f703414970d,https://www.zara.com/us/en/man-suits-trousers-l18095.html,Men's Pants,18095,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:bca0fc7393527fc3,https://www.zara.com/us/en/man-suits-editorial-l17390.html,EDITORIAL,17390,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:8f4f28e2a14c11bb,https://www.zara.com/us/en/man-suits-black-l2509.html,Men's Black Suits,2509,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:b454c42b2bea840c,https://www.zara.com/us/en/man-suits-blue-l2508.html,Men's Blue and Navy Suits,2508,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:5b09f96e5e627a6a,https://www.zara.com/us/en/man-suits-double-breasted-l15721.html,Men's Suits,15721,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:445963bbe168a471,https://www.zara.com/us/en/man-accessories-mkt-l6029.html,ACCESSORIES,6029,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:a715ab89f765087a,https://www.zara.com/us/en/man-trend-89-l6153.html,VIEW ALL,6153,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:1efeceec3da4d6e1,https://www.zara.com/us/en/man-suits-events-l6275.html,EVENTS,6275,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:fe3b348f229cad71,https://www.zara.com/us/en/man-suits-slim-l816.html,Men's Slim Fit Suits,816,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:7dee4991ea9761f3,https://www.zara.com/us/en/man-suits-relaxed-l5570.html,REGULAR FIT,5570,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:89b73721efacfea1,https://www.zara.com/us/en/man-suits-casual-l812.html,Men's Casual Suits,812,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:a5ee2ed5106e9b97,https://www.zara.com/us/en/man-suits-tailored-l819.html,Men's Wedding & Special Occasions Suits,819,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:f9e2ed9b1733f551,https://www.zara.com/us/en/man-suits-summer-l2513.html,Men's Summer and Linen Suits,2513,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:e2e0c82873751a63,https://www.zara.com/us/en/man-suits-grey-l2510.html,Men's Grey Suits,2510,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:023c7d700e187fde,https://www.zara.com/us/en/man-suits-checked-l2512.html,Men's Checked Suits,2512,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:e05e94f64ad1dc35,https://www.zara.com/us/en/man-suits-wool-l2514.html,Men's Wool Suits,2514,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:7328db0a0dd96e4c,https://www.zara.com/us/en/man-shirts-l737.html?page=2,,737,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
